SUPT3H	TRRAP
RAP1B	ALAS1
RNF138	LNX2
LRIF1	ANXA1
TRIM8	TRAF5
ATP6V1A	ANXA7
YIF1A	ATP13A2
DMRTA1	STAT5B
MYC	PLAU
CNOT10	TNRC6C
SOCS3	BIK
SSX2IP	CDC42
FBXW8	CCT6A
SET	NUCB1
TAF1	MSX1
TRMT2A	SMN1
SOCS3	GFRA1
TRAF2	ZIM2
PEG3	TRAF2
KHDRBS3	FUS
SAFB	CDC37
CORO7	TCEB1
TGIF1	A2M
BAIAP2	ADGRB1
RNF38	DZIP3
GANAB	CCNH
CSAD	ANXA7
CDC25A	EEF1A1
RPN2	RHOA
UBE2I	CHMP1A
SAFB2	FUS
CCBE1	TOX4
SSSCA1	NME6
CSNK2A1	NPM1
MAPK8IP2	EZH2
CSNK2A1	SF3A1
MAPK6	ZNF671
NEK2	IMMT
MAPK6	ZNF775
WT1	TAOK1
MAPK8IP2	SMS
KPNA2	LAMB2
MYCN	SIRT1
FAM162A	VDAC2
TSC22D1	CACNA1A
CEACAM6	CEACAM5
ACTG1	GIT2
SUOX	ZNF576
CDC25A	XPO1
NELL2	ATXN7
GADD45A	RAI1
EP300	HMGN2
TTF2	CDKL3
C4BPA	FXYD6
PRPSAP1	MAPK1
GADD45A	PSMC3
TGM2	GCGR
A1BG	SETD7
UBQLN1	PTN
UBXN6	GSK3B
CYFIP1	SCTR
LAMTOR3	QARS
MLST8	ATXN1
PRR16	PPP1CA
CLIC1	CPT1A
LBP	HSPB1
OLIG1	CACNA1A
DBN1	BAK1
PRPF38A	JMJD6
TRAF4	DTX3
SERPINA4	TNFRSF14
RNF152	CROCC
HES1	CSNK1E
EWSR1	TRAF3
RPS27	ACTN1
UBE2K	PRPF40A
ANXA1	CCT7
GSK3B	ATXN3
RNF111	LRSAM1
UBP1	GLYCTK
ADHFE1	LIPC
DIABLO	EEF1A1
MAPK6	LPXN
CSNK2A1	MPHOSPH10
HSD3B7	ICAM1
FEZ1	SERPINH1
AGXT2	CYP2E1
PRKCZ	UTP14A
TK1	PDE4DIP
TCEA2	DHRS2
TMEM108	ARHGEF6
ERCC3	MSANTD2
CD300C	GOPC
CDC25A	NFKBIB
GMPPA	CDR2
MAP3K14	EEF1A1
F2	DDIT3
PPP1R12C	CACNA1A
QARS	H2AFX
SOCS3	RPL7A
SURF6	CSNK2A1
CRP	LAMC3
MYOD1	C2orf88
CDKN1A	MED31
NR0B2	RBP5
NUDT21	FLAD1
SMN1	IMMT
TNFSF11	DDAH2
CSNK2A1	CLNS1A
CDK2AP2	ZBTB48
SULT1C2	RASGRP3
LBP	PYCRL
NUDT21	HSF4
TAF1B	NAPB
MAPK6	PHGDH
HIPK1	ATP13A2
CASP10	PHF20L1
PELI2	FRYL
KMT5B	SMARCD1
MYD88	CD93
NDUFB11	PPBP
XRCC6	RPS10
PDIA6	CASP8
GORAB	BET1L
ITGB1BP1	EEF1A1
MAPK6	EIF4A1
RCC1	KMT2B
TDP2	C2orf88
EIF3G	SNCA
TAB2	SLC19A3
RPP14	NOVA1
INPP5K	CDKN1A
EIF2B2	CSNK2A2
CSNK2A1	SEPT2
MAPK8	BMPR2
RPP14	WIZ
GADD45G	SERPINA4
TK1	FAF1
FEZ1	GEMIN7
SIAH1	TP53BP2
NEUROD4	GABRB1
TERF2	H2AFX
MRPL44	PI4KA
CEBPZ	PRKRA
MAPK8IP2	FSCN1
DBN1	NUDT3
FNDC4	POLR2G
LUC7L2	GSK3B
CSNK1E	ZMYND8
GAPDH	YWHAE
PIK3R2	LTBP3
CSNK2A1	UTP14A
GSTA1	ST3GAL1
POLR1B	LDB1
RNF181	ZMYND10
CDKN1A	VIM
PPP1R21	SH3GL2
PPP1CA	PPP1R3G
SRSF4	TICAM1
GADD45A	PTPRK
PTPN23	TSG101
MAGEF1	EID1
TRIM11	RNF126
XRCC6	EFNA1
GIT2	USHBP1
APOA5	SMARCD1
DEAF1	FHL1
ZMYND11	LTBR
DBN1	SNUPN
PRPF38A	MAPK6
CEP70	MRPL44
ZFYVE1	BCL2L1
PPP1CA	PPP1R3D
ABR	ERBIN
BAD	KEAP1
GADD45A	PTN
MAPK6	MDK
NACAD	TNNT1
ACTB	AIMP2
MAPK6	SPRR2D
FBXW11	KDR
ETS1	MAPK1
CFH	EP300
CNOT2	TNRC6C
IKBKG	MPRIP
FAM118B	ZNF235
ETV5	SLC22A2
NUDT21	KIFAP3
MDM2	RNF8
SPRED1	CDKN1A
C8orf33	NGEF
FHL2	DUSP10
REEP5	ARFGAP1
ZNF219	CSNK2A2
KRT18	SMARCD1
MET	SPSB1
CDH16	G6PC
SPI1	TMX1
FAS	TMX1
GPHN	KHDRBS1
CDKN1A	OTUB1
FST	TK1
TNFRSF1A	UBQLN1
SIRT1	MTOR
ADORA1	SNF8
ILK	MIPEP
PILRA	DNPH1
UHRF1BP1L	ATXN1
PPP2R2A	TGFBR1
NUDT3	REEP5
SPC24	SPC25
CC2D1A	CDC37
NAGK	SYNE4
EXT2	GSKIP
RMDN3	EGFL8
HOXA7	JUNB
NUDT21	CTNND2
SPPL2A	NFKB1
RBBP8	IKBKG
CALML3	BHLHE40
RPS6KA5	ACTG1
PRKAA1	HSP90AB1
CD8A	CACYBP
CDKN1A	FGB
APH1A	HIVEP1
APBA3	TBKBP1
AFP	MED27
VIM	GSK3B
TGM2	CSNK2A2
BBS1	BBS12
ATF4	SNAP29
CRKL	WAC
GNB5	E2F2
CRKL	BIK
ATP6V1A	SMN1
ELF5	FRZB
CTSB	ANXA7
TXLNB	TXLNA
C1QBP	CEBPA
SPRED1	FAM118B
OAS1	RPL30
TRIM21	TRIM27
NAA20	ADIPOR1
HOXB9	TAL1
CDKN1B	JAK2
CD6	GYG1
IL13RA1	TMEM39B
TMEM63B	MAPK14
FAF1	CDC73
ILK	SHC1
MAPK6	MON1A
WNK1	ARAF
MBTPS1	TNFRSF14
DDC	RELA
VTI1A	TMBIM6
HMGXB3	TK1
LAMB1	CACNA1A
UBE2G2	FARP2
ZNF746	DIABLO
MASP1	RPS6KA3
SEC31A	PFDN1
CDC42BPG	TBK1
GABRA3	UGT2B7
SGPL1	TMEM173
RAB2A	MAPKAPK3
YBX1	CSNK2A1
RPL37	WIF1
IL1RAP	CCNI
ATXN1	TDP2
ORM1	TP63
TRIM27	MAGED4
NONO	YLPM1
ABCG8	NR4A1
UBQLN1	F8
MAPK1	DUSP5
AGPAT2	ABCG8
TESK1	ARAF
QARS	GSK3B
CENPU	PGRMC1
TK1	EIF3G
GSK3B	MID1IP1
CCAR2	SIRT1
TRIM17	LRSAM1
ARL14	UBE2G2
TRMT2A	AIMP2
TAB2	FN1
YWHAQ	NFKB1
NDUFA12	ZNF768
POR	PGRMC1
SPATS1	GPHN
EPHA2	LSM7
RPA2	CALCOCO2
RNF31	ATXN7
EFNB3	AATF
MAPK8IP2	RBX1
TCP10L	PMF1
ANXA7	OTUB1
KIFC3	SNAP29
UQCRC2	CACNA1A
PAX8	CHUK
IKBKG	INO80E
PARVA	UBE3A
KCNE3	QARS
WDR83OS	ATP13A2
RAP1B	RAB7B
AFP	EHD4
PARP1	SUMO2
CDKN1A	HOXD8
CRKL	PPFIBP2
S1PR1	CMSS1
ALDH1A1	NUPR1
MED1	GJB5
MSN	CDK11B
ANXA7	FGB
ABCA5	NR4A1
RPA1	VIM
CSNK2A1	SUDS3
UBE2K	ITSN1
MAPK6	DSCR3
PHC2	MAPK6
PPM1B	ECHS1
PPP1CC	TCTEX1D4
CDKN1A	ACTB
OAS1	WBSCR22
EP300	MAGED1
BNIP3L	ATP13A2
NR0B2	PLSCR1
RAP1B	TLE1
GPR22	CEBPE
TRA2A	YTHDC1
SKP1	MYC
ARIH2	TRIM27
CEACAM1	CEACAM7
PIN1	KIF5A
HLA-DMB	CUL3
GAP43	PLCD1
SMN1	PSME1
AQP11	STAT5A
BAD	STEAP3
SRPK2	SRPK1
BBS9	BBS10
XRCC6	CMTM6
LAMTOR3	IBTK
CD247	ZNF281
CERS2	SLC19A2
ILK	CKB
RPS6KA5	MDFIC
LSM3	DLX4
CKMT2	TMED9
PHF7	RNF34
FAM118B	SHC1
NCAPH2	LMO2
EEF1G	TNNT1
TRIM28	NDN
XIAP	RIPK1
LAMTOR3	UBR1
CHD3	UROD
XPO1	HSPA9
SMAD3	TANK
TRMT61B	PPP2CB
PRDX4	LBP
ATXN1	MAGEB2
TRIM54	ATXN7
HSPA8	MAPK8
ATXN1	RAI2
TRAF1	KPNA2
PAF1	UBE2E1
USP9X	UBA52
MAPK6	CASP6
COPS6	MAPKAPK3
GRB7	AGAP1
MYB	PPM1K
ACY3	MAP3K8
CDKN1A	A2M
RNF141	TRIM8
ALDH1A1	POT1
PRMT6	CETN2
CD93	BAG6
KLHL5	GABARAPL2
MAFF	MAFIP
EWSR1	CDK12
GPRASP2	STMN2
IKBKG	MAFIP
TUBA1A	ANXA7
KHDRBS1	AZIN1
CERS2	TMBIM6
ATXN1	RAPGEF1
HDGF	JUN
TRIM8	TRIM9
CYGB	ATP13A2
RBPJ	MED27
YWHAQ	SSFA2
GADD45A	TLE1
DBN1	FHL1
GTPBP3	PTAFR
TAC1	XRCC6
FAM118B	SEMA5B
TSSK3	OIP5
AGO2	DHX58
MAPK6	UBA52
A2M	HMOX2
TMBIM1	SOCS5
NHLH1	INO80E
ATP6V0B	YWHAG
HP	LAMC3
RCC1	PKM
TK1	CARHSP1
IGF2	NMRK2
TK1	DDAH2
SHC1	GEMIN7
EDRF1	DUSP23
BRAF	HSP90AB1
KMT2B	NREP
KCTD5	GIT2
FBXW8	CUL2
COX6A2	COL6A2
EP300	HNRNPUL1
LRIF1	ANXA7
DDX17	APBB1
JPH3	PPP1CA
DUSP9	MAPK1
CSNK2A1	PPAN
RCC1	HADHB
PRRC2A	GORASP2
NPM1	HJURP
PPHLN1	CDC37
PNMA1	ATXN7
CENPU	GIT1
FBXO38	SOX30
ANP32B	KPNA1
GOLGA2	ATXN7
FST	MEST
MSH2	ANXA7
BCKDK	STAT3
CD300C	MEST
POT1	ZBED2
CPB2	TINAG
PIN1	CPNE6
RPL8	CHDH
BTBD2	DPPA4
KAT5	TNNT1
DDAH2	MKNK1
NLK	SMAD4
MYH2	AMPD1
PPHLN1	NAGK
GOPC	KPNA1
STAT3	SIAH1
RNF7	TRIM46
YWHAQ	ULK4
RPS6KA5	GPRASP2
CPTP	INPP5K
BUB1B	COMMD4
RBM48	OSGEP
TMEM268	REL
SIAH2	STAT3
PSMD10	LDB1
MAPK6	METTL17
GIT2	MVP
MAPK8IP2	BBS10
GSK3B	RPLP1
PLK1	C6orf136
PRDX4	MAP4K2
RIPK1	NUMBL
CYP4F12	HSPA6
CSNK1G1	WDCP
PKP4	OSGEP
APLP1	VIM
LAMTOR3	CEBPZ
MAPK6	METTL2A
TK1	CPNE6
EP300	TNIP2
ANXA7	COL4A5
SUPT5H	LMAN2
SMAD3	HNRNPK
XRCC6	MAP2K5
ZSCAN26	LSM7
JADE1	PFDN1
SRRM4	CACNA1A
AGXT	ACAT1
FANCC	CAPN10
CHGB	RAC2
HIPK2	DCAF7
PRKCZ	ZNF71
CORO7	TCEB2
GADD45G	RDH13
DGCR14	PFDN1
CREB3L2	GAS7
NEK2	CCDC85A
EFTUD2	CYFIP1
HIVEP1	NINJ1
RSL1D1	CSNK2A1
KLC2	PIK3R3
TBL1X	DLX3
LMO4	PLK1
ATP5G2	ATP13A2
A1BG	GRB7
TRAF2	CDK9
STAT3	NIF3L1
IRF7	INSR
MTA2	TSC22D3
EP300	SKP2
DNM2	ATXN3
NR0B2	HNRNPA1
RBCK1	TRIM65
NME2	CTBP1
GRB7	SETDB1
SIPA1	DVL1
PKN1	ZNF282
EFEMP2	ATXN7
IKBKG	GLO1
ZNF219	BCL2L1
SYK	UBASH3B
MAPK6	SMS
PLSCR1	HRG
CDKN1A	WIZ
MATN2	ATXN7
PPP2R1B	ANXA5
SELL	CD4
TNNC1	RBM15B
SMN1	TAF1C
VPS51	GSK3B
CTPS2	FGFR1
MFSD3	PCDHGC3
GADD45A	SH3GLB1
DARS2	DPYSL5
RABAC1	SNCA
MAGED1	NUMBL
ELF5	ACTR2
TFF1	BTN3A1
BCL2L11	ATP6V1G1
SEPT2	COG4
PBXIP1	ZMYND8
CRIP2	OSGEP
CRMP1	AMFR
MAPK6	RGS19
SEPT2	MTOR
CSNK2A1	SMARCC2
TRAF2	ATXN7
ATXN1	DIXDC1
OSTF1	MAPK6
ACTB	P2RX7
COPS5	DDO
ZNF267	ADORA2B
BCORL1	PCGF1
AIMP2	DSN1
BOP1	KLF10
TDP2	TAP1
VPS18	EP300
TSC22D1	PTN
HNRNPUL1	TGM2
GTF2I	BRCA1
FGF7	UBQLN1
POFUT1	AKT2
LAMTOR3	MBD2
PCNA	L3MBTL1
CYP17A1	BARX1
IKBKG	MUC1
IVNS1ABP	ENO1
RBMX	KHDRBS1
PRDX4	PLG
PPFIBP2	PPFIA2
SMAD3	PARP4
LSS	NR4A1
SHC1	OSGEP
GAPDH	KARS
CDK20	MAK
TRIM32	RNF41
TANK	RACGAP1
NACAD	CBLC
WDR73	TK1
RBM18	TAP2
GADD45A	ZHX1
BNIP3L	CAMK1D
CDH13	MAPK6
IKBKG	GIT2
NUCB1	HIVEP1
CCNE1	UHRF2
NVL	OSGEP
RSRC1	JMJD6
TK1	EIF4A2
LAMC1	CENPU
MTNR1A	EEF1G
CERS1	MAPK6
NCK2	MASP1
CHFR	TRIM9
MARK3	YWHAH
ANP32B	SMARCD1
WDR82	NAGK
HAP1	TNNT1
ASNA1	CACNA1A
MIB1	TBK1
MAPK8IP2	ZNF784
HSP90AB1	TNNT1
KEAP1	PDCD6IP
ACTL6B	PLK1
SNX13	KLF15
DLGAP4	SH3GL2
CLEC7A	HSPD1
TXNDC11	ATXN7
BIRC3	DZIP3
TRIM55	TRIM27
ATXN1	MAGEB18
CDC25A	FTH1
CD81	JAK3
PSMB10	ANXA7
SSFA2	ATXN7
PTK2	ASAP1
TBK1	TXLNA
DUSP9	MAPK14
POT1	ACTN4
HTT	TRAFD1
HTT	TRAFD1
GLOD4	BCL2L1
MAPK6	HAUS2
PIN1	CARHSP1
POGK	UCHL3
ACSL1	NR3C2
RCHY1	CYBA
NECTIN2	DUS2
HPS6	TTC19
RABAC1	RAB5B
GADD45A	IGSF21
TK1	FGB
DYNLL1	INPP1
SPOP	SRRM1
FCRL4	TFF2
BCL2L1	PTN
TK1	KIF21B
MESDC2	BRD4
EP300	RAD50
CDK9	HLTF
CEP126	DUSP23
ERBIN	LMO2
BICD1	MAPK14
SOCS6	ZMIZ2
NFE2L1	KEAP1
SOX10	EXOC5
LAMP2	PIAS4
PPP2CB	TAB2
CRIP2	TK1
SMAD3	TSC22D4
CD247	PCGF2
SOST	LRP6
IL2RG	STK4
TRAIP	TRIM23
STAT5A	GNB2
MEST	ZNF579
FOLR1	IRAK3
PIAS4	HNRNPUL1
GLTSCR2	PPP1CA
SMN1	MKI67
IRAK2	ARAF
TSC22D1	NCOA5
GADD45A	ADAP1
SPIB	TMEM37
MAPK6	DPPA4
QARS	CLTC
ICE1	AIMP2
TGM2	TAB2
HP	TGM2
AFP	AP4S1
MAPK13	GPX4
SREK1	DDX3X
JAM2	GPR20
CSNK2A1	MSH6
GJA5	RIMS3
GPI	PARP14
PREX1	PPP1CA
GJB5	GSK3B
RAPGEF5	PLAC9
RRP1B	PPP1CA
RPTOR	SIRT1
CREB3L2	CEP19
SLC2A4	BSG
ZNF302	CLIC1
CREB3L2	GCFC2
MAPK8IP2	ASRGL1
PPP1R14A	CSNK1G1
TOM1	ILVBL
RAP1B	PKM
TRIM46	MDM4
ELN	CKMT2
RCC1	CSAD
PTPN3	VCP
POMGNT1	SOX6
SART3	KPNA2
SIAH1	TRIM8
ACSL4	DSE
CSNK2A1	RPL6
NAGK	LACTB2
BHLHE40	ENO1
SLC25A47	DIABLO
SOCS6	UBE2I
A2M	TGM2
MAPK8	RPLP2
APPL2	RAB5A
DNAJB11	DRAP1
NUDT21	SLC44A1
DBI	DUSP23
RPA1	GNB5
RCVRN	IL15RA
CDKN1A	TUBB2B
HES1	APCS
CCNE1	ARHGEF5
RGS2	FZD5
PDIA6	ATP13A2
UBE2D3	XPNPEP1
TCEB1	WNT7B
ATXN1	FOSL1
STAT3	SCAF11
CDK4	UHRF2
KRBA1	GSK3B
CRKL	AOX1
HNRNPM	LMO2
NEK2	SPTBN4
MAPK6	MZB1
FAM120B	RPL30
MAPK8	SCAND1
GSK3B	TLE1
PINK1	HSP90AB1
RPS6KA5	ERH
RPL17	NUDT3
NEK2	CHGA
GPRASP2	ARHGEF6
PLK1	BUB1
ATXN1	BAALC
BRSK1	HSD17B7
NOTCH2NL	POLR2G
UGP2	CBS
CEP126	PRKRA
RPS15	SERINC3
RGS2	DUSP21
TP63	HPX
GANAB	MAPK8
TLK2	IRF7
DHX34	GSK3B
DNAJB11	ANKZF1
GADD45A	RBPJ
RGS2	EIF3L
CCDC85A	STMN2
RPL7L1	EGR2
ACTN4	ATXN7
CENPU	ROBO2
PCGF6	PEX10
ABI1	SRRM1
CSNK2A1	SAP30BP
STXBP3	RPL3
NPM1	SUMO2
SLC25A33	YAE1D1
NSFL1C	GSK3B
KCNE3	SLC44A1
YTHDC1	LAMC3
CSNK2A1	NMT1
GCNT3	DHRSX
HADHB	CHCHD4
GIT2	HGD
TCP10L	DAPK3
DOCK7	PPP2CB
AFG3L2	RAC2
GTF2I	MAP3K3
CYP2W1	ZBTB26
NDN	EID1
PTK2	DDX39A
CDK5	CDK16
EPHA2	GRK2
ALG8	NAE1
PDHB	GRB7
EPHA8	AK4
HADHB	GRB7
ASB13	DUSP23
HTT	DPPA4
HTT	DPPA4
YBX1	JAM2
CRMP1	SPRY2
NIPSNAP3A	TP63
TNIP2	MAPK1
C4BPA	LBP
SERPINA4	NR4A1
ANKRD12	CDK4
AFP	PIDD1
IFT20	BLOC1S6
GABARAPL2	SGTA
GSTM3	SH3GL2
OAZ3	OAZ1
CDKN1A	PKM
CARHSP1	PIAS3
BMF	CXCL9
TIAM2	ANXA7
PRDX3	PRDX4
BBS12	BBS2
ATXN1	PSPH
KMT2B	RAP1B
ZC3H12A	CYFIP2
SAE1	PTK2
EDC4	YTHDC1
NSMCE1	SMC6
CLEC3B	RPS6KB1
PPM1F	FEM1B
HNRNPD	KHSRP
NFKBIA	ST7
PCCA	PCCB
TRIM41	TRIM4
MDM2	LMO7
CSNK2A1	PRCC
KPNA2	FTH1
PRKD2	PFDN1
GIPC1	GSK3B
GEMIN4	SQSTM1
FLAD1	GRB7
RNF32	HOXC4
TELO2	CACNA1A
DDC	ATF6
NME2	BNIPL
SRF	ALDH3A1
LRIF1	RAP1B
CCND1	BRINP1
ZNF331	PTK2
ANXA7	DDAH2
ULK2	LNX1
RBBP4	HJURP
DPPA4	SH3GL2
ZNF331	SURF2
RPA2	CFB
RCC1	TLE1
CYP4F11	POT1
PDCD6IP	MAPK6
TXN2	KRT18
EIF6	TK1
NEUROD2	TK1
SNX2	NFYC
RNF111	MARCH7
ZNF205	HDAC6
CTNNAL1	CALU
RPL4	SORBS1
NAMPT	AKT2
STAT3	PGR
FAM118B	SETDB1
MAPK8	HSD17B4
PIK3R1	DLX2
HPD	HIVEP1
ANXA7	EEF1A1
SNX27	HLCS
GK	AOX1
PPHLN1	TP53BP2
CSNK2A1	RSF1
PELI2	FN1
IGSF21	GSK3B
PKM	RELA
LRIF1	CDKN1A
P2RX4	WNT4
NDN	EID2B
PLIN4	CASP8
GBP2	ANXA7
PDPK1	SMARCB1
ADAMTSL4	FBLN1
GLI1	CDK4
SKIL	RPS27
DNAJA1	HIVEP1
RNF7	TRIM8
TRIM28	MAGED1
KRT18	CCNI
DUSP10	FN1
LTBP4	ATXN7
RBPJ	GSK3B
YY1	SLC39A7
CEP126	C11orf58
LMNB1	ABCG8
C12orf65	CDK2
PRKCZ	CCDC115
RNF10	MDM2
BCL10	USHBP1
RGS2	LIG1
OSGEP	ZNF775
GC	CCND3
TK1	CLEC3B
FRAT1	PLSCR1
NR1I2	TFAP2C
MNAT1	TRIM34
CSNK2A1	LEO1
IL1RAP	MC4R
CASP8AP2	CREM
PYGL	IDH2
ZNF579	NR4A1
LRRK2	LRP6
IKBKG	ABCA1
RAB5B	SUN2
B4GALT2	PFDN6
DGCR2	DDIT3
GSTA1	YWHAE
TRIM32	TRIM5
FOSL1	TAB2
TK1	AGAP1
DEAF1	AIMP2
HSPA4	BAG5
CDK1	PAK6
CTPS2	RPL23A
TMPO	YWHAE
CDKN1A	KLHL23
TRIM21	MNAT1
ZHX1	BCL2L1
IKBKG	RBP1
RPS3	FOLH1
NUDT3	ARL6IP1
MRPS31	STAT3
IL15RA	CDK4
CYP3A4	PGRMC1
EDC4	FBLN1
POT1	MVP
RBBP5	CTBP1
AP5B1	AP5S1
CTBP2	ACTG1
MAPK8IP2	VPS33B
NIPSNAP3A	KIFAP3
ABCC2	UBQLN1
ABCC2	UBQLN1
SKP1	MED21
C4BPA	SMARCD1
ENOPH1	RAB10
RBCK1	PCGF2
BAK1	HSD17B4
SMN1	DDAH2
TUBA1A	UBE2D3
SLC9A3R1	BCL10
YWHAQ	KIF1C
POT1	KHDRBS1
DNM2	SPRY2
JADE1	HMOX2
INPP5K	ANXA7
NUDT21	TRA2A
STARD3NL	ELK1
RTN4	NR4A1
PPP1CA	CLTC
JAG2	CACNA1A
KIFAP3	PEX19
TK1	SEMA5B
APLP1	CDK4
ZNF160	LAMC3
SPP1	APOA1
NUDT3	ALAS1
PTK2	EEF1G
CTH	SDCBP2
CHGA	CDC37
DAZAP2	CXCL12
DPYSL2	LEF1
CNOT6L	TNRC6C
MCM3AP	FAM118B
PCYT2	SETDB1
BCL10	SLC20A1
SLC10A1	C11orf74
NR0B2	PEF1
MGRN1	TRIM74
GBE1	TRDMT1
FRAT1	LTBP4
CAV3	PCBP1
CDC14B	SIRT2
C1QB	RELA
KAT7	CSNK1E
RNF213	PLAC9
ASRGL1	GSK3B
ATXN1	ILVBL
KCNE3	C11orf68
CDC37	MTOR
LY6D	ABCB11
AZGP1	NUF2
TUBB4B	PSME1
THPO	NUMBL
NFKB1	YY1
MYD88	PRDX1
GADD45A	LMO4
MAPK8IP2	TP53BP2
PCSK5	CACNA1A
GADD45A	MASP1
ATXN1	HIST1H3A
KDR	AIMP2
DNM2	TYK2
SPATA20	ST6GALNAC4
TNRC6A	PABPC1
CORO1A	POLR1C
CASP9	MSTO1
INPPL1	CD4
MPP1	RPS6KA1
SIAH1	RAPH1
SRSF1	CACNA1A
HMMR	BRCA1
CA4	PRDX2
CDCA8	HLA-DRB3
LMO7	PKM
LMAN2	ATP13A2
ILK	SNRNP35
DGCR14	VIM
CYHR1	MAPK9
IKBKG	PRKCI
EFEMP2	CACNA1A
GSK3B	CLEC3B
FZR1	MAK
RPS6KA5	AKT1S1
HSPE1	STK3
RPRD2	PPP1CA
PLXNA3	PPP2CB
KANK1	KIF21A
CDKN1A	WDR73
MAPK1	RB1
MAPK8IP2	VCP
DIXDC1	ULK2
OLFM2	BLOC1S6
LRIF1	SUV39H2
CDKN1A	NGFR
PLA2G12A	TMEM37
L3MBTL1	MCM4
RPL27A	PEX6
DBN1	UBE2D3
NR1H2	SPRY2
PPP2CB	C22orf39
ERO1A	PDIA4
GNAI1	THAP7
MAPK6	BBS10
HOXD9	BARX1
GCAT	TEAD1
TBC1D23	EHD2
PROC	TK1
CDKN1A	DAPK3
LSM3	GSTA1
HTT	NME4
HTT	NME4
PDHB	FCER1A
CSNK2A1	ZC3H8
ATXN1	C2orf27A
TNIP2	MKNK1
FAS	ATP6V0B
TRIM8	TRIM43
RCHY1	AIG1
ETV5	HOXD9
IRF9	MYO1F
SLC44A1	C11orf58
IKBKG	SSX2IP
SOS1	CSF1R
DNM2	ZBTB16
TRMT2A	RCC1
TRMT10B	MEIS1
KBTBD7	CPT1A
PTK2	FBP1
SHARPIN	RBCK1
RPN2	RBBP4
DTX1	DEFA5
STEAP3	SETD7
TRIM65	ANAPC11
ETV5	AMH
IRF9	S100A13
ETV5	CYP3A5
GPX2	PSMB2
SMYD3	NFYB
PSME1	SETDB1
B3GAT3	SEC22B
SEC22B	B3GAT3
ZAP70	ANAPC11
GOT1	ABI3BP
GSPT1	PIK3R1
B3GALT4	METTL18
SPP1	BAG6
EHD2	PICK1
ANXA7	ZBTB16
SERINC1	CYP39A1
WIZ	OSGEP
GABRA3	SDCBP2
MKRN3	MNAT1
CYFIP2	PLG
PDIA6	MTNR1A
SOX9	ATP6V1H
CBX7	B3GNT5
CETN2	ARSA
NDUFAB1	NT5C3A
C8orf33	BRD4
SRSF2	CSNK2A1
F13A1	PTK2
ATF4	TGM2
WASL	FCHSD2
ZMYND11	SMAD3
SSR1	SERPINF2
C11orf49	UBE3A
MNAT1	TRIM2
EXOC3	BUB3
ACTB	PROSER2
HNRNPA2B1	YAE1D1
EP300	ACTB
BMP10	SERINC3
SOX30	DDX56
DNAJB11	DNAJC13
ANP32A	PCBP1
SH3GLB2	GIT2
ATF5	GIT2
KARS	PIK3R3
PFDN1	PTN
WFDC1	EZR
CLDN12	ECHS1
GART	KPNA2
CSNK2A1	RBMX
FRAT1	GPRASP2
DCTN1	PFDN1
HDLBP	CSNK2A1
GRB7	ATP5B
VPS18	COPB1
CXCR1	PDCD6IP
PYROXD2	MYL4
XIAP	NEDD8
TIRAP	ARAF
FAM110C	CSNK1E
ERO1A	PELI2
NPM1	GNAI2
GAPDH	GSK3B
KMT2B	ANXA7
ACTN2	ATXN7
ZC3H7A	STK3
ATP6V0D2	NDUFB8
RPL14	KCNK4
KCNE3	EEF1A1
NDUFB7	CKAP4
ABI3BP	CBX1
GCH1	SH3GL2
PFDN1	RMI1
CDKN1A	ATP5B
SHARPIN	ITGA5
RPS10	DVL3
SORBS2	WASF1
EIF3C	DDX3X
SNX2	C1orf122
PIAS4	IL15RA
ASGR1	HIVEP1
ZC3H12A	AIMP2
SLC7A9	TGM2
PPP3R1	NAP1L2
KMT2B	GRB7
NR0B2	ZMYND10
LBP	CBFA2T2
ERBB4	TRO
IKBKG	CALCOCO2
CACNA1A	HIVEP1
SOCS6	EFEMP1
GAPDH	GOT2
SMAD2	GFER
MAL2	PPP1CA
P2RX4	MCM2
PREX1	RICTOR
SIRT3	SKP2
MAL2	ABCG8
CSNK2A1	SPATS2L
PRDX4	PRDX2
DNAJB11	EZH2
HMGB1	DNM2
CDC25A	CAMK1D
HDGF	HDAC1
CUL3	CAMK1D
S100A8	CDKN1A
RCHY1	NLK
NACAD	MAP4K2
PIAS4	PHGDH
HSD17B7	CA1
ARRB1	NEK6
UHRF1	HIST1H3A
ZNF227	GSK3B
PPP1CA	MAFG
TSC22D3	DCLK2
NFKB1	NR4A1
CREB3L2	GULP1
TINAG	TMEM45B
PPP1CA	TCTEX1D4
MDM2	TRIM9
LRIF1	CBX5
CHD3	CTBP1
FOXJ1	RPUSD1
APOA5	RAB5B
CHEK1	PIGM
NR1H2	FAF1
INPP5K	BDNF
DTX3	RNF38
TBL1X	DNAJB4
ZNF746	MAP3K7
CDK9	CASK
MYOG	CDH18
TRIM41	BRAP
ZFPM2	STAT3
UBE2D1	MKNK1
DALRD3	TK1
WFDC1	RAB40B
FBXL8	ORC4
SPATS1	SPG7
NUDT3	WDR74
MCM3AP	CDC25A
SKP1	UHRF2
SIL1	CCND3
TK1	PAAF1
LAMP3	SGTB
NDN	EID2
CCT2	FBXW8
SPRED1	NAGK
PPP1CA	CNTN1
UBR4	SRGN
SET	JUNB
MYD88	MDM2
TK1	GDI1
VIM	NR1H2
SIK1	RPL3
SRSF11	DDOST
MAPK6	MCM3
